candidate_id,program_id,score,timestamp,is_scholarship,hs_id
108298,1,7365,130,0,1837
171958,1,7192,131,0,2191
134222,1,7562,132,0,386
27139,1,3416,133,1,2474
56565,1,7750,134,0,3382
193423,1,8835,135,0,3130
60185,1,5684,136,0,1381
2103,1,6852,137,0,3390
60444,1,8709,138,0,2068
164105,1,8247,139,0,502
73056,1,5902,140,1,3298
19231,1,7230,141,1,2349
152635,1,5916,142,1,1417
24880,1,6501,143,0,485
3036,1,6789,144,0,330
77283,1,6386,145,0,2054
123136,1,5941,146,0,2684
10611,1,6661,147,0,1627
97126,1,6058,148,0,1018
123057,1,7148,149,0,206
115207,1,5452,150,0,639
187426,1,10000,151,0,2948
197567,1,7324,152,0,779
188286,1,6830,153,0,2999
132434,1,6613,154,1,3193
82886,1,5991,155,1,2244
68673,1,8335,156,1,1728
148665,1,6552,157,0,964
64102,1,8009,158,0,931
166959,1,6096,159,1,2189
147541,1,8092,160,0,3127
161396,1,8880,161,0,1565
4195,1,7274,162,0,3418
178887,1,6189,163,1,1777
123081,1,6445,164,0,2949
158781,1,7479,165,0,2828
151963,1,5713,166,0,3292
49960,1,8296,167,0,1385
71393,1,7998,168,0,2506
83287,1,5967,169,0,198
134274,1,5933,170,0,3333
333,1,5524,171,0,3337
62723,1,4717,172,1,2001
165696,1,7142,173,0,2186
45934,1,7763,174,0,939
41006,1,2734,175,1,2191
34402,1,8543,176,0,3231
155977,1,2800,177,1,2384
62028,1,8421,178,0,2877
180822,1,8686,179,0,2326
149566,1,6892,180,0,329
49219,1,4461,181,0,315
169300,1,6468,182,0,265
133826,1,7742,183,0,984
194514,1,7270,184,0,2180
100485,1,7076,185,0,1507
85325,1,6513,186,0,676
8217,1,7847,187,0,528
25326,1,6223,188,0,1939
14634,1,8070,189,0,3404
168806,1,2905,190,0,3137
74821,1,7104,191,0,2667
64259,1,3505,192,0,2390
199941,1,7576,193,0,2179
99350,1,5626,194,0,1175
85252,1,7391,195,1,2987
131935,1,8818,196,0,321
157873,1,7019,197,0,2647
65544,1,6500,198,0,2750
128074,1,7622,199,0,2797
51788,1,4288,200,0,89
158959,1,5335,201,0,1002
46742,1,7439,202,0,538
178614,1,5680,203,0,2265
43666,1,2161,204,0,774
158706,1,5347,205,1,2912
15352,1,6805,206,0,2353
95158,1,7383,207,1,2933
113664,1,5070,208,0,323
69841,1,5920,209,0,364
130190,1,5195,210,0,7
5254,1,8451,211,0,1219
129198,1,9371,212,0,113
69057,1,5396,213,0,3392
22790,1,4235,214,0,2403
138172,1,6532,215,0,1769
83047,1,5812,216,1,762
139114,1,6226,217,0,795
198046,1,7092,218,1,720
98269,1,7422,219,0,2279
13511,1,6360,220,0,2780
128504,1,5864,221,1,997
148182,1,8179,222,0,1721
58108,1,7118,223,0,3363
177311,1,7609,224,0,1473
11287,1,7040,225,0,574
114084,1,6677,226,1,2894
182234,1,8938,227,1,2100
47529,1,6493,228,1,525
51824,1,7545,229,0,2284
102462,1,6758,230,1,509
143219,1,7896,231,0,820
145789,1,6538,232,1,2376
30122,1,7810,233,0,2120
9801,1,6670,234,1,2620
176069,1,7696,235,0,496
83938,1,6459,236,0,2823
17697,1,6515,237,0,1449
198492,1,4248,238,0,1371
67034,1,8256,239,0,1742
190489,1,2867,240,0,3364
145826,1,6056,241,0,660
70718,1,7277,242,0,1543
72672,1,7670,243,0,3047
41307,1,6174,244,0,1867
123026,1,5381,245,1,1222
77648,1,5399,246,0,1894
67624,1,7676,247,0,30
102769,1,8862,248,0,1500
182021,1,7412,249,1,259
114036,1,6306,250,0,1979
199469,1,6287,251,1,370
74800,1,5955,252,0,1276
181531,1,7504,253,0,1247
118021,1,6194,254,0,493
187706,1,7370,255,0,2450
82927,1,3542,256,0,2223
60227,1,2961,257,0,2065
142374,1,6120,258,1,1852
20852,1,8374,259,1,2031
14192,1,5413,260,0,2432
144809,1,8295,261,0,2181
57027,1,8597,262,0,862
38997,1,5087,263,1,1325
54555,1,5831,264,0,2312
155717,1,8404,265,0,1732
157571,1,7210,266,1,512
75116,1,6697,267,0,177
180785,1,6359,268,0,2886
87987,1,7003,269,0,159
190354,1,7761,270,1,724
199594,1,7651,271,0,2325
91268,1,4829,272,0,1717
151750,1,5097,273,0,2013
123985,1,8209,274,0,764
74751,1,5208,275,0,359
49247,1,7836,276,0,2994
101483,1,6364,277,0,2120
117168,1,7122,278,0,1990
179906,1,6053,279,0,1
119783,1,6634,280,0,2360
190941,1,9468,281,0,1883
3043,1,6295,282,0,3176
36034,1,8528,283,1,2709
98933,1,7280,284,1,3450
170474,1,6484,285,0,1604
193054,1,5855,286,0,3170
69527,1,5595,287,0,960
126798,1,5867,288,0,16
188177,1,5707,289,1,1209
133589,1,8613,290,0,1283
144751,1,7338,291,1,2836
148628,1,7688,292,1,2489
12741,1,5225,293,1,828
144241,1,4884,294,1,1231
78107,1,4712,295,1,1400
44437,1,8516,296,0,2508
43045,1,7277,297,0,1855
180491,1,9483,298,1,952
178334,1,8520,299,0,601
179593,1,7598,300,0,1913
170275,1,6461,301,0,931
32563,1,4757,302,0,2043
174273,1,8515,303,1,515
7835,1,7115,304,0,1138
188986,1,8390,305,0,632
173021,1,6427,306,0,2496
85816,1,5476,307,0,2262
85875,1,6473,308,1,1738
1171,1,3878,309,0,2541
67098,1,9092,310,0,2278
7881,1,6508,311,0,2308
187845,1,9089,312,1,1086
172468,1,7585,313,1,1373
30299,1,8332,314,0,709
97885,1,7706,315,1,1752
30861,1,7195,316,0,205
58991,1,7352,317,0,2086
169839,1,7840,318,0,498
991,1,5521,319,0,3268
12822,1,4969,320,1,1810
197745,1,7607,321,0,2048
185436,1,6057,322,0,2840
4525,1,7173,323,1,1880
180367,1,6218,324,1,372
6793,1,7562,325,0,3217
62140,1,5238,326,0,1910
98436,1,6693,327,0,2407
39076,1,6327,328,1,1257
77852,1,7890,329,1,1480
55409,1,5280,330,0,146
161674,1,4172,331,0,227
8190,1,7046,332,0,2098
52944,1,8637,333,0,2027
113125,1,6750,334,0,3107
126059,1,9181,335,0,3178
39106,1,8378,336,0,2146
113930,1,4247,337,1,2560
189918,1,4957,338,0,729
126445,1,6796,339,0,2584
20462,1,6860,340,0,2240
166714,1,8497,341,0,1047
174358,1,6483,342,0,2458
27381,1,9664,343,0,2335
29568,1,5178,344,0,1828
87520,1,4135,345,1,2629
194995,1,6037,346,1,2378
143667,1,7923,347,0,2706
162599,1,9412,348,0,3419
179992,1,4913,349,0,75
66318,1,7680,350,0,3229
152205,1,5838,351,0,2643
157466,1,7773,352,0,2364
179504,1,7581,353,0,1679
73681,1,6151,354,1,3429
92054,1,5827,355,0,1098
158954,1,4989,356,0,3317
186283,1,6555,357,0,1083
191434,1,4852,358,0,1527
23932,1,5536,359,0,2728
158378,1,7659,360,0,1761
198151,1,8978,361,0,357
44516,1,6981,362,0,613
37196,1,7589,363,0,1558
46208,1,8635,364,0,624
30109,1,4892,365,0,1405
75016,1,7915,366,0,1219
183184,1,6145,367,0,2593
93651,1,7127,368,0,3390
6721,1,4660,369,0,1949
116974,1,7551,370,0,1082
89323,1,8741,371,0,2633
151948,1,6908,372,0,1175
109265,1,4996,373,0,1559
133453,1,8083,374,0,2416
10398,1,6474,375,0,1801
117544,1,8529,376,0,751
9617,1,6516,377,1,2133
91620,1,6814,378,0,2561
61064,1,7539,379,0,2199
76367,1,6438,380,1,1157
68512,1,7489,381,0,957
53656,1,5267,382,1,2297
161551,1,8609,383,1,2904
146741,1,7840,384,0,500
76167,1,6510,385,0,1554
163297,1,6563,386,0,208
115790,1,4082,387,0,594
197944,1,6327,388,0,801
98018,1,6263,389,0,870
51873,1,5524,390,1,1608
54910,1,7623,391,1,2952
52389,1,7672,392,0,2072
13036,1,5999,393,0,304
22801,1,5256,394,0,1296
78041,1,4506,395,0,1161
31119,1,4177,396,0,2547
124511,1,8037,397,0,479
58468,1,6678,398,0,1320
22972,1,6678,399,0,1549
198358,1,6086,400,1,2871
106636,1,7180,401,1,3183
26856,1,5299,402,1,2526
146194,1,6641,403,0,1028
118904,1,5241,404,0,2328
134979,1,5441,405,1,1032
2047,1,8273,406,0,2398
106243,1,4757,407,0,1702
194470,1,7310,408,0,1421
43245,1,4073,409,0,2572
114252,1,5201,410,0,924
169278,1,5857,411,0,913
194749,1,6888,412,0,234
129785,1,3840,413,0,1875
95064,1,7584,414,0,1866
112973,1,7175,415,1,2295
91812,1,7232,416,0,3397
106791,1,5299,417,0,90
165933,1,5242,418,0,3290
162734,1,6733,419,0,550
136034,1,6403,420,0,2752
98648,1,9007,421,0,3431
91863,1,5571,422,1,179
36563,1,7433,423,0,671
45629,1,8801,424,0,585
102189,1,3993,425,1,2925
45496,1,8334,426,1,1950
16928,1,6790,427,0,3244
142152,1,7971,428,1,2954
41560,1,6513,429,0,446
20338,1,7606,430,0,1949
82453,1,7510,431,0,1624
196536,1,6505,432,0,3208
83247,1,6458,433,0,2818
63606,1,6168,434,0,1311
129416,1,4916,435,0,173
124857,1,7861,436,1,782
138067,1,7822,437,1,2592
30133,1,5839,438,0,345
119022,1,7257,439,0,2942
116509,1,8652,440,0,1644
155210,1,9341,441,1,12
4363,1,7178,442,0,117
172518,1,6891,443,1,435
107278,1,8597,444,1,1760
173437,1,6534,445,0,1776
160011,1,5201,446,1,1431
59291,1,8040,447,1,2029
23317,1,4461,448,0,2284
174396,1,6101,449,0,3459
167378,1,4938,450,1,346
161221,1,5295,451,0,515
62174,1,6428,452,0,2964
56194,1,7233,453,0,3116
49145,1,7343,454,0,2758
40169,1,2854,455,0,1423
101202,1,6213,456,0,319
103332,1,4909,457,1,1482
53509,1,8073,458,0,2412
40358,1,6796,459,0,2468
68541,1,6796,460,0,463
58606,1,7547,461,0,2367
166608,1,8380,462,0,83
1112,1,7168,463,0,1566
16913,1,5011,464,0,580
38205,1,9251,465,0,2734
168810,1,7809,466,1,571
145382,1,5767,467,1,3406
100517,1,6667,468,0,1648
99177,1,6680,469,1,1927
10561,1,7662,470,0,1195
94565,1,5702,471,0,261
80897,1,6784,472,0,2937
17609,1,7610,473,0,1253
187476,1,4365,474,0,2316
59409,1,8539,475,0,2395
105639,1,8870,476,0,10
39576,1,6089,477,0,2601
47158,1,6980,478,1,3368
102556,1,5642,479,0,2024
190027,1,7479,480,0,1792
77920,1,7848,481,1,1830
121745,1,7609,482,0,1988
99652,1,3939,483,0,1677
75527,1,4781,484,1,3112
107117,1,9408,485,0,3137
53501,1,6320,486,0,1801
184699,1,7116,487,0,3459
91284,1,5042,488,0,1683
162087,1,5923,489,1,2548
26548,1,5772,490,0,865
190621,1,7475,491,0,1845
17046,1,5935,492,0,2870
162134,1,8240,493,0,1163
154257,1,8611,494,1,3277
159794,1,8792,495,1,976
188788,1,7233,496,0,2500
42537,1,7319,497,0,3153
190159,1,8719,498,1,3358
14511,1,5956,499,0,736
185358,1,7840,500,0,2931
24726,1,5811,501,1,2051
192230,1,6653,502,1,1304
15124,1,8382,503,0,2629
143636,1,5355,504,0,127
178556,1,7471,505,0,984
151221,1,7317,506,1,3256
193356,1,8217,507,0,2904
182835,1,4552,508,0,3443
120029,1,6458,509,0,2794
44216,1,4920,510,1,2245
88833,1,5504,511,0,1766
191472,1,6985,512,0,1454
179069,1,8791,513,0,2215
95757,1,4583,514,1,1505
149826,1,6520,515,0,1159
187874,1,3309,516,0,996
126478,1,6949,517,1,2462
103363,1,6991,518,0,235
1758,1,7736,519,0,1895
172872,1,4751,520,0,1561
184781,1,7197,521,0,659
131217,1,5447,522,0,83
16488,1,4464,523,0,3468
130469,1,6318,524,1,1182
154344,1,9046,525,1,3025
92373,1,5435,526,0,1726
57730,1,4548,527,0,3249
129823,1,5544,528,0,555
146324,1,4965,529,0,2588
190698,1,6312,530,1,3178
130238,1,8877,531,0,3489
165076,1,8957,532,1,1362
97624,1,5524,533,0,2849
169426,1,7650,534,1,2675
76619,1,3202,535,1,499
23709,1,7281,536,0,2399
197877,1,6137,537,0,2324
82382,1,4770,538,0,3400
102466,1,8813,539,0,326
177518,1,5149,540,0,1533
52036,1,3474,541,0,2141
103865,1,4797,542,0,3403
120048,1,6902,543,1,502
40955,1,5827,544,0,241
158803,1,6368,545,0,2300
63316,1,7195,546,1,1490
76671,1,6997,547,0,208
133650,1,7888,548,0,2695
108218,1,9099,549,1,3355
168252,1,3817,550,1,2749
185316,1,6932,551,0,3441
192854,1,5710,552,0,581
154803,1,6267,553,1,3038
17566,1,4261,554,1,880
385,1,6113,555,0,6
194621,1,5843,556,0,1135
74393,1,7072,557,0,578
154323,1,8121,558,0,139
97735,1,6420,559,0,1778
187087,1,3885,560,1,197
61549,1,7193,561,1,1506
30173,1,8226,562,1,2380
38638,1,8462,563,0,2273
179089,1,6091,564,1,3372
38351,1,7532,565,0,3071
116098,1,6425,566,0,342
61186,1,7918,567,0,1630
43049,1,5413,568,0,2825
80587,1,7001,569,0,1842
73230,1,6080,570,0,2826
22891,1,7349,571,0,2480
172868,1,6746,572,0,1290
76318,1,6531,573,0,2533
80104,1,4824,574,1,2401
127737,1,7928,575,0,216
56467,1,5811,576,0,169
62794,1,8458,577,1,2127
175815,1,4209,578,1,2344
147745,1,5699,579,1,2360
164858,1,6434,580,1,2336
82125,1,8378,581,0,2583
92792,1,7029,582,0,762
4994,1,5637,583,0,206
123733,1,5250,584,0,678
56872,1,3563,585,1,3333
160605,1,6790,586,1,1383
132143,1,3868,587,0,818
61940,1,9063,588,0,349
144145,1,9967,589,0,2549
114357,1,6766,590,1,3387
24192,1,8807,591,0,572
166214,1,8342,592,1,1033
112370,1,8115,593,0,2094
29257,1,7037,594,0,859
69680,1,7690,595,1,774
30811,1,5118,596,1,3307
159726,1,5053,597,0,1081
88607,1,6381,598,0,2322
181854,1,8334,599,1,3500
48203,1,4771,600,0,1839
20036,1,5070,601,0,19
92665,1,7345,602,0,3491
69224,1,7852,603,1,1310
11884,1,6608,604,1,904
34230,1,4445,605,0,457
197200,1,5710,606,1,1995
103917,1,6737,607,0,3217
191159,1,7928,608,0,47
162073,1,7760,609,0,2417
20455,1,4862,610,0,1513
189502,1,8132,611,0,2104
46373,1,8031,612,0,13
135713,1,7747,613,1,2622
11109,1,7850,614,0,1766
122523,1,7452,615,0,1472
34973,1,5307,616,1,285
160871,1,6450,617,0,1057
40400,1,5975,618,1,1125
14772,1,7482,619,0,1803
112230,1,5463,620,0,1167
90163,1,8309,621,0,2896
48093,1,8528,622,1,1888
197766,1,5075,623,1,2070
15673,1,6254,624,0,2456
31746,1,5946,625,1,2256
75616,1,7240,626,1,1519
179816,1,6157,627,0,655
117314,1,7197,628,0,1653
8844,1,5112,629,0,1127
144122,1,6924,630,1,324
9782,1,6107,631,0,2703
191128,1,7876,632,0,3349
182964,1,8642,633,0,2103
179677,1,5461,634,0,1873
92456,1,4562,635,0,251
185852,1,6469,636,0,2143
129707,1,6728,637,0,3204
32764,1,7036,638,0,603
102271,1,7806,639,0,2312
42546,1,5254,640,0,2013
110980,1,5366,641,1,2392
161858,1,7122,642,0,3308
82109,1,6266,643,0,2804
133775,1,5432,644,0,1938
143237,1,7197,645,1,1320
28746,1,5170,646,0,1173
120983,1,6793,647,0,2377
2598,1,6426,648,0,1691
107223,1,7968,649,0,266
79590,1,7910,650,1,2759
133720,1,6450,651,0,3141
90985,1,4626,652,0,3294
131515,1,5645,653,1,246
56017,1,3683,654,0,2645
46718,1,7225,655,0,2869
1464,1,3715,656,0,297
194685,1,7700,657,0,2589
77471,1,8846,658,0,1673
86327,1,9456,659,0,1024
22054,1,8666,660,0,724
158089,1,8095,661,0,297
80920,1,6379,662,0,331
153479,1,5888,663,0,3200
37698,1,5789,664,0,2127
27933,1,8724,665,0,3396
68208,1,6800,666,0,393
147783,1,6089,667,0,1201
88539,1,6340,668,0,98
7954,1,6027,669,0,941
48184,1,6419,670,1,2955
31518,1,7163,671,0,85
15669,1,3234,672,1,2178
167806,1,7488,673,1,15
163458,1,6830,674,0,204
151031,1,6322,675,1,2348
191382,1,7910,676,0,3070
93971,1,7403,677,1,2675
11537,1,7222,678,0,534
176343,1,5578,679,0,2872
61487,1,8961,680,0,3268
135022,1,8467,681,0,386
40672,1,5292,682,0,3167
27924,1,4528,683,0,3131
18047,1,8740,684,0,1385
14670,1,3859,685,0,2810
66258,1,6367,686,0,3465
6745,1,8222,687,1,2694
25897,1,7124,688,0,2176
98633,1,4427,689,0,2216
142549,1,6152,690,0,679
9762,1,5053,691,0,2988
54174,1,8108,692,1,3323
127382,1,7287,693,0,1855
139135,1,6584,694,1,1528
177100,1,8407,695,0,2939
121289,1,3758,696,0,623
157882,1,6822,697,0,3499
93130,1,6576,698,0,405
111546,1,7288,699,0,3021
97454,1,8534,700,0,538
149914,1,6243,701,0,145
1942,1,8592,702,0,1803
155103,1,5030,703,1,1512
105895,1,7971,704,0,3393
145844,1,8888,705,0,2576
125831,1,6526,706,0,2119
180306,1,5753,707,0,1253
136280,1,7760,708,1,2315
170727,1,8536,709,0,280
136308,1,5671,710,0,106
88310,1,5983,711,0,2876
57515,1,6090,712,1,905
108144,1,4587,713,0,507
136106,1,7195,714,1,2524
188899,1,5702,715,0,2181
148337,1,8450,716,1,1376
145807,1,8010,717,1,2249
23861,1,8602,718,0,3166
131400,1,5175,719,1,1431
72044,1,7885,720,0,1207
46413,1,7059,721,0,1756
76249,1,6223,722,0,1026
116725,1,6158,723,0,1202
120291,1,6465,724,1,1024
25217,1,6226,725,0,3322
101162,1,8160,726,0,1284
179351,1,5115,727,1,1957
31181,1,8988,728,0,2474
107884,1,5268,729,0,142
136967,1,6496,730,0,496
88273,1,3982,731,0,2497
134477,1,5726,732,0,3233
70791,1,3807,733,1,824
41112,1,7210,734,0,1404
143250,1,4914,735,0,1482
15335,1,6879,736,0,2575
168754,1,2150,737,0,2814
99632,1,4966,738,0,1123
68718,1,6358,739,0,52
149114,1,7188,740,0,3399
12487,1,8147,741,1,3325
114561,1,7323,742,0,1667
5305,1,4437,743,0,589
54896,1,7607,744,0,2818
52177,1,6141,745,1,1606
187339,1,8098,746,1,2764
186400,1,7651,747,0,22
177890,1,5264,748,0,1847
37941,1,6014,749,1,147
56193,1,8170,750,0,169
19108,1,5007,751,1,244
53818,1,5047,752,0,245
82436,1,4652,753,0,1883
81514,1,6439,754,1,1298
115048,1,6629,755,0,1382
22454,1,7238,756,0,3389
51915,1,5752,757,0,757
63598,1,8576,758,0,3230
141104,1,7530,759,0,3012
46198,1,7178,760,0,913
119901,1,4987,761,0,1403
185581,1,4233,762,0,943
176574,1,4670,763,0,1085
142231,1,5244,764,1,3488
31180,1,5772,765,0,2217
58271,1,5756,766,0,200
112789,1,8263,767,1,571
103610,1,4956,768,0,2313
49647,1,5900,769,1,3160
48723,1,5772,770,1,1589
173579,1,5037,771,0,1746
184158,1,6157,772,0,1059
7229,1,8766,773,0,2125
142156,1,7220,774,0,3275
163662,1,9404,775,1,1204
136943,1,4680,776,0,2918
128172,1,4662,777,1,564
100270,1,6466,778,0,1773
129793,1,6980,779,0,581
9345,1,6418,780,1,2934
95071,1,8366,781,1,1860
108295,1,8473,782,0,1170
62761,1,7225,783,0,1870
174773,1,8971,784,1,1481
53565,1,8685,785,0,1963
151179,1,7326,786,1,362
183118,1,4114,787,0,570
134755,1,7111,788,0,2062
156754,1,4357,789,0,1366
23898,1,7557,790,0,329
148693,1,6451,791,1,2188
19516,1,7718,792,0,351
132676,1,4525,793,0,889
5285,1,7774,794,0,2811
69888,1,7327,795,0,2293
53181,1,6407,796,1,1416
83531,1,5564,797,0,8
74743,1,8431,798,0,3387
198659,1,8509,799,1,2483
113884,1,9142,800,0,1563
77966,1,6320,801,1,2521
776,1,9110,802,0,2203
20505,1,3347,803,0,1035
126898,1,5068,804,1,3140
19429,1,6052,805,1,1974
132418,1,7543,806,0,1459
7480,1,7320,807,0,697
36188,1,7928,808,0,3238
162386,1,6386,809,1,277
76081,1,6495,810,0,281
39765,1,3961,811,1,647
129782,1,5189,812,0,2075
2562,1,5376,813,0,1065
173472,1,7708,814,0,1982
182576,1,6705,815,0,1940
61772,1,5547,816,0,1841
54749,1,7462,817,0,3000
191342,1,5859,818,0,1254
19695,1,6723,819,0,3111
77166,1,7199,820,0,3023
23985,1,4300,821,0,1284
102176,1,6865,822,0,390
67339,1,4014,823,0,1218
52356,1,8789,824,1,1659
118810,1,6121,825,1,2019
181155,1,8192,826,1,1527
68271,1,4375,827,0,2967
40623,1,3301,828,0,273
88997,1,8858,829,0,238
137042,1,5416,830,0,2309
20531,1,6286,831,0,85
5830,1,8295,832,0,60
148896,1,4846,833,0,921
193282,1,7030,834,1,1563
189711,1,7086,835,0,1402
61182,1,7736,836,1,776
69234,1,5260,837,0,1066
108178,1,8084,838,1,2869
28743,1,5682,839,1,2203
139845,1,4984,840,0,1590
106959,1,8480,841,0,2253
136778,1,7290,842,1,473
36397,1,6177,843,1,2767
55274,1,7958,844,0,1117
186304,1,8118,845,0,1680
98890,1,4890,846,0,710
45578,1,5243,847,0,3468
72653,1,7203,848,1,136
106943,1,7018,849,1,2044
135447,1,6487,850,0,1677
76071,1,8461,851,0,2162
164917,1,6320,852,0,2603
47903,1,4011,853,0,1182
5183,1,8173,854,0,3070
80931,1,7061,855,0,766
5158,1,7543,856,0,1849
23401,1,7486,857,1,2341
2248,1,5430,858,0,1034
166493,1,7005,859,0,3409
187630,1,8475,860,0,191
184562,1,6537,861,0,1413
96552,1,8804,862,0,1630
86796,1,4573,863,0,1374
33061,1,5279,864,0,951
125926,1,6736,865,0,1948
38627,1,7864,866,0,2116
172458,1,7808,867,0,3050
59857,1,6211,868,0,3082
111782,1,6533,869,1,1046
29741,1,5703,870,0,1621
76363,1,7452,871,0,1543
9174,1,6663,872,0,1257
21609,1,5850,873,0,3199
173057,1,8973,874,0,1052
63772,1,4047,875,0,1096
33257,1,8996,876,0,870
97357,1,5379,877,1,1294
74068,1,7031,878,0,1022
31765,1,6803,879,1,1106
20363,1,6976,880,1,2904
184862,1,5584,881,0,2839
50169,1,7245,882,1,598
49691,1,7551,883,0,2671
60280,1,9853,884,1,2020
130001,1,6592,885,0,2913
72462,1,4456,886,1,1026
42544,1,6422,887,0,3010
145361,1,7045,888,0,734
110702,1,7735,889,0,322
49520,1,8571,890,0,1224
190832,1,5870,891,1,903
165102,1,5981,892,0,22
26419,1,8674,893,0,1687
161768,1,4171,894,0,2785
184581,1,6561,895,0,441
56163,1,8712,896,1,1513
96581,1,6397,897,1,2287
11156,1,3539,898,0,2971
31495,1,5085,899,0,2566
143032,1,5288,900,0,2289
159522,1,3781,901,1,1754
88235,1,5750,902,0,3055
31327,1,3832,903,0,380
50140,1,7028,904,1,3334
37010,1,8905,905,0,945
190341,1,7668,906,0,2388
151112,1,6952,907,0,2326
153958,1,8558,908,1,1765
64957,1,5329,909,0,1171
171020,1,6153,910,0,2605
193214,1,6318,911,0,3119
37442,1,4553,912,0,304
128074,1,8755,913,0,2797
49327,1,4910,914,0,1224
67600,1,6568,915,0,954
98430,1,6110,916,0,2171
44717,1,8286,917,0,2789
84028,1,7554,918,0,414
56473,1,5535,919,1,2827
169452,1,5352,920,0,2534
184842,1,4062,921,0,295
19105,1,7878,922,1,2998
156298,1,7338,923,0,2958
114404,1,7254,924,1,683
135350,1,5947,925,0,2240
122064,1,3719,926,0,1477
100741,1,4808,927,0,190
70523,1,7864,928,0,1160
84271,1,9080,929,0,592
16979,1,8309,930,0,2744
87223,1,7269,931,0,268
26873,1,6886,932,1,280
169575,1,8707,933,0,2676
118743,1,7582,934,1,2815
24000,1,7202,935,1,2189
86529,1,7383,936,0,230
125494,1,8692,937,1,1766
166276,1,5023,938,0,135
133522,1,7843,939,0,3486
10595,1,8465,940,0,275
172862,1,5696,941,1,1100
180577,1,6079,942,1,449
190660,1,8458,943,0,1659
105092,1,7903,944,0,2157
109790,1,8073,945,1,2708
48555,1,6689,946,0,2557
